 60965304, -1884, -1562
 61015443, -697, -1187
 61065458, -759, -1083
 61115473, -77, -689
 61165636, -128, -412
 61215725, -202, -302
 61265846, -685, -520
 61315963, 48, -333
 61366282, -698, -323
 61416426, -585, -560
 61466525, -434, -431
 61516906, -238, -305
 61567435, 125, -137
 61617754, 12, -21
 61667768, 311, 40
 61717815, -1225, -315
 61767931, -146, -263
 61818028, 112, -81
 61868253, 352, -150
 61918746, 33, -6
 61968755, 11, -9
 62019401, -51, -47
 62069500, 36, -51
 62119671, -68, -41
 62169965, 25, -44
 62220134, 37, -55
 62270148, -33, -62
 62320197, -25, -62
 62370442, -26, -62
 62420464, -26, -62
 62470556, -26, -62
 62520591, -28, -62
 62570707, -28, -62
 62621060, -26, -62
 62671124, -27, -62
 62721130, -31, -62
 62771382, -30, -62
 62821393, -26, -62
 62871426, -28, -62
 62921539, -26, -62
 62971858, -28, -62
 63022037, -26, -62
 63072147, -27, -62
 63122161, -31, -62
 63172361, -23, -62
 63222476, -27, -62
 63272574, -26, -62
 63322583, -28, -62
 63372979, -29, -62
 63422986, -28, -62
 63473070, -28, -62
 63523196, -28, -62
 63573284, -25, -62
 63623293, -26, -62
 63673349, -29, -62
 63723559, -28, -62
 63773583, -26, -62
 63823694, -29, -62
 63873854, -29, -62
 63924058, -28, -62
 63974083, -27, -62
 64024180, -28, -62
 64074355, -28, -62
 64124674, -27, -62
 64174702, -26, -62
 64224713, -26, -62
 64274915, -25, -62
 64324922, -28, -62
 64375231, -29, -62
 64425442, -27, -62
 64475581, -29, -62
 64525700, -24, -62
 64575718, -26, -62
 64625745, -29, -62
 64675854, -31, -62
 64726066, -25, -62
 64776312, -25, -62
 64826702, -25, -62
 64877217, -28, -62
 64927238, -24, -62
 64977379, -29, -62
 65027625, -32, -62
 65077759, -26, -62
 65127977, -25, -62
 65178025, -30, -62
 65228096, -26, -62
 65278380, -30, -62
 65328476, -24, -62
 65378481, -28, -62
 65428744, -30, -62
 65478751, -28, -62
 65528838, -29, -62
 65578850, -29, -62
 65629278, -29, -62
 65679293, -26, -62
 65729693, -29, -62
 65780324, -29, -62
 65830401, -24, -62
 65880522, -27, -62
 65930756, -33, -62
 65980763, -29, -62
 66031018, -29, -62
 66081029, -31, -62
 66131175, -27, -62
 66181421, -31, -62
 66231524, -28, -62
 66281539, -31, -62
 66331897, -26, -62
 66381902, -26, -62
 66432673, -25, -62
 66482790, -28, -62
 66533512, -28, -62
 66583916, -26, -62
 66634004, -26, -62
 66684174, -32, -62
 66734184, -26, -62
 66784388, -26, -62
 66834422, -28, -62
 66884812, -25, -62
 66934954, -27, -62
 66985084, -27, -62
 67035604, -26, -62
 67085779, -30, -62
 67136070, -25, -62
 67186300, -29, -62
 67236979, -31, -62
 67287193, -25, -62
 67337499, -25, -62
 67387594, -26, -62
 67437714, -25, -62
 67487857, -25, -62
 67537864, -26, -62
 67588185, -26, -62
 67639209, -36, -62
 67689214, -30, -62
 67739355, -23, -62
 67789369, -27, -62
 67839375, -31, -62
 67889487, -29, -62
 67939810, -23, -62
 67989820, -26, -62
 68040123, -32, -62
 68090135, -29, -62
 68140141, -27, -62
 68190255, -23, -62
 68240322, -27, -62
 68290468, -25, -62
 68340754, -27, -62
 68391017, -26, -62
 68441547, -24, -62
 68491839, -29, -62
 68542139, -27, -62
 68592260, -25, -62
 68642274, -27, -62
 68692381, -28, -62
 68742391, -33, -62
 68792562, -26, -62
 68842902, -31, -62
 68893213, -19, -62
 68943736, -21, -62
 68993910, -23, -62
 69044204, -30, -62
 69094217, -30, -62
 69144466, -28, -62
 69194585, -29, -62
 69244592, -19, -62
 69294975, -23, -62
 69345619, -18, -62
 69395938, -34, -62
 69445945, -29, -62
 69496227, -23, -62
 69546298, -27, -62
 69596312, -25, -62
 69646585, -29, -62
 69696682, -22, -62
 69746853, -29, -62
 69796868, -25, -62
 69847292, -30, -62
 69897831, -33, -62
 69947981, -26, -62
 69998297, -28, -62
 70048308, -26, -62
 70098331, -29, -62
 70148627, -29, -62
 70198654, -28, -62
 70249341, -31, -62
 70299884, -26, -62
 70349896, -28, -62
 70400099, -28, -62
 70450106, -25, -62
 70500221, -29, -62
 70550504, -28, -62
 70600734, -31, -62
 70650746, -25, -62
 70700750, -27, -62
 70750930, -26, -62
 70801073, -27, -62
 70851243, -27, -62
 70901286, -28, -62
 70951403, -25, -62
 71001410, -27, -62
 71051669, -26, -62
 71101840, -29, -62
 71152269, -25, -62
 71202676, -22, -62
 71252851, -22, -62
 71303142, -27, -62
 71353254, -23, -62
 71403265, -30, -62
 71453525, -25, -62
 71503638, -25, -62
 71553764, -32, -62
 71603778, -28, -62
 71654228, -30, -62
 71704239, -26, -62
 71754916, -28, -62
 71805236, -30, -62
 71855244, -33, -62
 71905300, -20, -62
 71955414, -25, -62
 72005787, -27, -62
 72055961, -27, -62
 72106626, -27, -62
