,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Time,Mode ,Motor 1,Motor 2,Motor 3,Motor 4,P,P1,P2,SP,SQ,SR,SAX,SAY,SAZ,PHI,THETA,PSI
87118263,5,256,256,255,255,108,45,116,0,-1,0,33,-308,7081,20,-15,-2503
87218755,5,256,256,255,255,108,45,116,0,-1,0,39,-308,7075,22,-12,-2502
87319274,5,256,256,255,255,108,45,116,0,-1,-1,55,-312,7027,24,-9,-2502
87419794,5,256,256,255,255,108,45,116,1,-1,0,41,-298,7039,26,-7,-2502
87520259,5,256,256,255,255,108,45,116,0,-1,0,61,-302,7083,28,-5,-2502
87620732,5,255,256,255,255,108,45,116,0,-1,1,59,-320,7053,29,-2,-2502
87721241,5,255,256,256,255,108,45,116,0,-2,0,13,-310,7103,30,0,-2502
87821782,5,255,256,256,255,108,45,116,0,-1,1,53,-286,7041,31,1,-2501
87922276,5,255,256,256,255,108,45,116,0,-1,0,45,-328,7057,32,3,-2501
88023127,5,255,256,256,255,108,45,116,0,-1,0,45,-290,7073,33,5,-2501
88123265,5,255,256,256,255,108,45,116,0,-1,0,43,-306,7079,34,6,-2501
88223807,5,255,256,256,255,108,45,116,0,-2,-1,21,-306,7057,35,7,-2501
88324274,5,255,256,256,255,108,45,116,0,-1,-1,47,-324,7069,36,9,-2501
88424799,5,255,256,256,255,108,45,116,0,0,0,69,-292,7055,37,10,-2500
88525290,5,255,256,256,255,108,45,116,0,-1,-1,43,-330,7043,38,12,-2501
88625812,5,255,256,256,255,108,45,116,0,-1,0,21,-294,7069,39,13,-2501
88726303,5,255,256,256,255,108,45,116,0,-2,1,27,-308,7047,39,14,-2501
88826789,5,255,256,256,255,108,45,116,0,-2,0,45,-290,7067,40,14,-2500
88927312,5,255,256,256,255,108,45,116,0,-2,0,43,-300,7079,41,16,-2500
89027937,5,255,256,256,255,108,45,116,1,0,0,15,-288,7109,41,17,-2499
89128299,5,255,256,256,255,108,45,116,-1,-1,-1,35,-306,7055,42,18,-2500
89228770,5,250,271,249,252,108,45,116,251,15,171,-275,394,6757,76,7,-2497
89329297,5,255,257,256,254,108,45,116,-4,-3,1,43,-240,7071,92,14,-2465
89430097,5,255,257,256,254,108,45,116,-1,-1,0,29,-224,7043,92,15,-2465
89530302,5,255,257,256,254,108,45,116,-1,-1,0,61,-242,7043,92,16,-2465
89630802,5,255,257,256,254,108,45,116,-1,-2,0,21,-204,7073,92,17,-2464
89731318,5,255,257,256,254,108,45,116,-1,-1,0,39,-226,7065,93,16,-2464
89831777,5,255,257,256,254,108,45,116,-1,-1,0,33,-212,7081,93,17,-2464
89932326,5,255,257,256,254,108,45,116,-1,-1,0,35,-204,7085,93,17,-2464
90033525,5,255,257,256,254,108,45,116,-1,-3,0,57,-226,7069,93,18,-2464
90133537,5,255,257,256,254,108,45,116,-1,-1,0,51,-216,7071,92,18,-2464
90233788,5,255,257,256,254,108,45,116,-1,-2,0,77,-206,7015,92,19,-2464
90334331,5,255,257,256,254,108,45,116,-1,-1,0,43,-214,7047,92,19,-2463
90434905,5,255,257,256,254,108,45,116,-1,-1,0,37,-232,7085,92,19,-2463
90535337,5,255,257,256,254,108,45,116,-1,-1,0,41,-240,7067,92,20,-2463
90635802,5,255,257,256,254,108,45,116,0,-1,0,37,-210,7069,92,21,-2463
90736327,5,255,257,256,254,108,45,116,-1,-1,0,37,-220,7039,92,21,-2463
90836823,5,255,257,256,254,108,45,116,-1,-2,0,41,-230,7053,93,21,-2463
90938080,5,255,257,256,254,108,45,116,-1,-2,0,37,-216,7071,93,22,-2462
91038090,5,255,257,256,254,108,45,116,0,0,0,39,-210,7057,92,22,-2462
91138270,5,255,257,256,254,108,45,116,-1,-2,0,51,-220,7051,92,22,-2462
91238813,5,255,257,256,254,108,45,116,-1,-1,0,45,-218,7111,92,23,-2462
91339729,5,255,257,256,254,108,45,116,-1,-1,0,27,-246,7081,92,22,-2462
9143,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Mode ,Motors ,257,256,254,P ,P1 , P2 ,SP ,SQ ,SR ,SAX ,SPY ,SAZ ,PHI ,THETA ,PSI ,Battery 
91540321,5,255,257,256,254,108,45,116,-1,-1,0,35,-198,7075,91,22,-2461
91640839,5,255,257,256,254,108,45,116,-1,-1,-1,33,-216,7073,92,22,-2461
91742030,5,255,257,256,254,108,45,116,-1,-1,-1,45,-216,7023,92,23,-2462
91842046,5,255,257,256,254,108,45,116,-1,-1,0,29,-208,7019,92,23,-2462
91942292,5,255,257,256,254,108,45,116,-1,-1,-1,31,-230,7049,92,24,-2462
